CPU,RAM,Storage,GPU,ScreenSize,ScreenType,TouchType,Form,Region,Price in INR
CPU 20,RAM 15,S 56,GPU 19,17,FHD,Touch,Laptop,BRA,1384215.525
CPU 25,RAM 15,S 56,GPU 5,15,FHD,Touch,Laptop,IND,1072437.1
CPU 12,RAM 3,S 56,GPU 3,DT,DT,DT,Desktop,IND,1773122.988
CPU 6,RAM 15,S 5,GPU 28,27,UHD,Touch,Desktop,BRA,1461212.57128
CPU 19,RAM 3,S 23,GPU 3,DT,DT,DT,Desktop,IND,3678925.53
CPU 20,RAM 13,S 41,GPU 14,DT,DT,DT,Desktop,FRA,716480.583
CPU 10,RAM 15,S 23,GPU 28,DT,DT,DT,Desktop,FRA,554672.076
CPU 25,RAM 13,S 39,GPU 28,15,HD+,Non-Touch,Laptop,AUS,548568.72
CPU 20,RAM 3,S 70,GPU 28,15,FHD,Touch,Laptop,CHN,1704817.8
CPU 5,RAM 15,S 41,GPU 28,DT,DT,DT,Laptop,CAN,1552334.42
CPU 22,RAM 1,S 55,GPU 17,DT,DT,DT,Desktop,FRA,1078436.541
CPU 25,RAM 13,S 4,GPU 28,15,HD,Non-Touch,Laptop,FRA,422512.3
CPU 25,RAM 3,S 49,GPU 28,13,UHD,Non-Touch,Laptop,AUS,1546584.48
CPU 20,RAM 7,S 56,GPU 2,DT,DT,DT,Desktop,FRA,1363731.978
CPU 22,RAM 3,S 54,GPU 26,15,FHD,Non-Touch,Laptop,CAN,2461330.872
CPU 25,RAM 15,S 4,GPU 5,15,FHD,Non-Touch,Laptop,IND,850784.956
CPU 20,RAM 3,S 46,GPU 14,15,UHD,Non-Touch,Laptop,CAN,1318066.75
CPU 2,RAM 15,S 4,GPU 5,DT,DT,DT,Desktop,IND,472351.404
CPU 1,RAM 3,S 52,GPU 2,17,QHD,Non-Touch,Laptop,FRA,2400291.999
CPU 10,RAM 3,S 43,GPU 26,DT,DT,DT,Desktop,GER,4854293.29
CPU 20,RAM 3,S 49,GPU 28,15,UHD,Touch,Laptop,FRA,1289111.943
CPU 35,RAM 7,S 60,GPU 3,DT,DT,DT,Desktop,CAN,5426560.23
CPU 22,RAM 3,S 56,GPU 12,15,FHD,Non-Touch,Laptop,FRA,923326.971
CPU 20,RAM 3,S 70,GPU 14,15,FHD,Non-Touch,Laptop,GBR,1564858.316
CPU 20,RAM 15,S 23,GPU 3,17,QHD,Non-Touch,Laptop,GBR,2313009.916
CPU 1,RAM 2,S 70,GPU 28,15,UHD,Non-Touch,Laptop,CHN,5350867.2
CPU 25,RAM 3,S 54,GPU 28,13,QHD+,Non-Touch,Laptop,GBR,2010558.739
CPU 25,RAM 15,S 23,GPU 5,17,FHD,Non-Touch,Laptop,IND,816605.902
CPU 20,RAM 7,S 23,GPU 14,15,UHD,Non-Touch,Laptop,BRA,2380637.6734
CPU 20,RAM 3,S 49,GPU 28,15,FHD,Non-Touch,Laptop,AUS,790238.4
CPU 7,RAM 13,S 23,GPU 28,15,HD+,Non-Touch,Laptop,GER,243245.31
CPU 20,RAM 7,S 67,GPU 2,DT,DT,DT,Desktop,AUS,2431678.41
CPU 20,RAM 15,S 70,GPU 2,DT,DT,DT,Desktop,GBR,1621182.087
CPU 25,RAM 16,S 40,GPU 28,15,HD+,Touch,Laptop,CHN,939489.201
CPU 2,RAM 15,S 41,GPU 10,14,HD+,Touch,Laptop,IND,574432.614
CPU 25,RAM 7,S 23,GPU 14,DT,DT,DT,Desktop,USA,880146.9684
CPU 6,RAM 15,S 4,GPU 14,15,FHD,Non-Touch,Laptop,IND,896275.254
CPU 25,RAM 15,S 41,GPU 19,DT,DT,DT,Desktop,IND,1152765.6
CPU 6,RAM 15,S 40,GPU 5,DT,DT,DT,Desktop,CAN,1015073.4048
CPU 20,RAM 15,S 4,GPU 14,15,FHD,Non-Touch,Laptop,IND,996605.344
CPU 20,RAM 3,S 49,GPU 28,13,UHD,Non-Touch,Laptop,AUS,1715367.465
CPU 25,RAM 15,S 40,GPU 28,15,FHD,Non-Touch,Laptop,IND,527080.512
CPU 2,RAM 15,S 41,GPU 10,15,HD+,Non-Touch,Laptop,IND,483892.276
CPU 6,RAM 13,S 39,GPU 28,13,QHD+,Non-Touch,Laptop,CAN,488914.1712
CPU 20,RAM 3,S 23,GPU 28,13,QHD+,Non-Touch,Laptop,GBR,2698712.975
CPU 25,RAM 13,S 53,GPU 28,15,FHD,Non-Touch,Laptop,GER,576741.5346
CPU 20,RAM 1,S 41,GPU 19,15,FHD,Non-Touch,Laptop,AUS,1603751.625
CPU 1,RAM 7,S 59,GPU 2,15,UHD,Non-Touch,Laptop,FRA,3248866.775
CPU 35,RAM 15,S 41,GPU 28,15,FHD,Non-Touch,Laptop,GBR,924977.361
CPU 20,RAM 15,S 41,GPU 28,12,FHD+,Non-Touch,Laptop,BRA,1348212.01186
CPU 44,RAM 13,S 23,GPU 28,15,FHD,Non-Touch,Laptop,CAN,340800.46
CPU 25,RAM 15,S 40,GPU 28,13,HD+,Non-Touch,Laptop,IND,1130611.454
CPU 6,RAM 15,S 56,GPU 5,DT,DT,DT,Desktop,CAN,613092.6438
CPU 20,RAM 7,S 23,GPU 28,15,FHD,Touch,Laptop,FRA,620016.733
CPU 35,RAM 15,S 54,GPU 32,17,FHD,Non-Touch,Laptop,IND,730035.32
CPU 42,RAM 13,S 41,GPU 28,15,FHD,Non-Touch,Laptop,BRA,360396.14485
CPU 12,RAM 1,S 70,GPU 18,DT,DT,DT,Desktop,FRA,677885.733
CPU 15,RAM 13,S 73,GPU 28,10,FHD+,Touch,Laptop,AUS,335256.285
CPU 22,RAM 15,S 41,GPU 5,15,FHD,Non-Touch,Laptop,CAN,1027009.62
CPU 25,RAM 3,S 18,GPU 26,DT,DT,DT,Desktop,IND,1373977.486
CPU 20,RAM 15,S 4,GPU 5,15,UHD,Non-Touch,Laptop,FRA,790676.677
CPU 20,RAM 7,S 70,GPU 28,15,FHD,Non-Touch,Desktop,AUS,1463018.445
CPU 22,RAM 15,S 70,GPU 14,15,FHD,Non-Touch,Laptop,AUS,951090.84
CPU 25,RAM 13,S 70,GPU 28,15,FHD,Non-Touch,Laptop,GER,607326.384
CPU 20,RAM 3,S 56,GPU 18,15,FHD,Non-Touch,Laptop,AUS,2385894.42
CPU 2,RAM 15,S 23,GPU 10,17,HD+,Non-Touch,Laptop,FRA,451323.642
CPU 20,RAM 3,S 23,GPU 28,12,QHD+,Touch,Laptop,USA,2074569.84
CPU 25,RAM 3,S 70,GPU 28,15,FHD,Non-Touch,Laptop,GER,962595.396
CPU 20,RAM 7,S 52,GPU 28,15,UHD,Touch,Laptop,FRA,1170263.5
CPU 10,RAM 15,S 4,GPU 18,17,FHD,Non-Touch,Laptop,IND,1384377.652
CPU 5,RAM 13,S 40,GPU 28,14,HD+,Non-Touch,Laptop,CHN,879000.822
CPU 12,RAM 15,S 56,GPU 10,15,FHD,Non-Touch,Laptop,IND,693426.174
CPU 20,RAM 1,S 70,GPU 19,DT,DT,DT,Desktop,AUS,998591.58
CPU 20,RAM 3,S 23,GPU 28,14,FHD+,Touch,Laptop,CAN,2566145.4
CPU 12,RAM 15,S 54,GPU 12,17,FHD,Non-Touch,Laptop,FRA,843491.565
CPU 20,RAM 15,S 54,GPU 26,17,FHD,Non-Touch,Laptop,IND,1781682.826
CPU 20,RAM 15,S 54,GPU 19,15,FHD,Non-Touch,Laptop,IND,1092692.272
CPU 25,RAM 15,S 23,GPU 18,15,FHD,Non-Touch,Laptop,FRA,1013031.558
CPU 20,RAM 15,S 23,GPU 28,27,FHD,Touch,Desktop,CAN,1426782.63
CPU 6,RAM 13,S 41,GPU 28,12,FHD,Non-Touch,Laptop,AUS,669343.185
CPU 20,RAM 15,S 4,GPU 19,DT,DT,DT,Laptop,FRA,931691.53
CPU 20,RAM 3,S 46,GPU 28,15,FHD,Touch,Laptop,CHN,1341648
CPU 19,RAM 3,S 55,GPU 11,DT,DT,DT,Desktop,FRA,2942721.495
CPU 20,RAM 3,S 23,GPU 2,18,FHD,Non-Touch,Laptop,GBR,5182004.919
CPU 12,RAM 3,S 56,GPU 10,15,FHD,Touch,Laptop,FRA,932157.135
CPU 25,RAM 15,S 54,GPU 32,15,FHD,Non-Touch,Desktop,IND,703241.532
CPU 25,RAM 3,S 52,GPU 19,15,FHD,Non-Touch,Laptop,FRA,1160381.53
CPU 15,RAM 13,S 39,GPU 28,15,HD+,Non-Touch,Laptop,AUS,292570.74
CPU 20,RAM 3,S 54,GPU 28,15,FHD,Touch,Laptop,GBR,1572799.746
CPU 35,RAM 3,S 54,GPU 10,15,FHD,Touch,Laptop,FRA,714744.1
CPU 20,RAM 15,S 52,GPU 5,17,FHD,Non-Touch,Laptop,FRA,1088631.495
CPU 20,RAM 3,S 41,GPU 19,17,FHD,Non-Touch,Laptop,CAN,1474246.41
CPU 25,RAM 15,S 41,GPU 28,12,HD,Non-Touch,Laptop,CHN,1190614.194
CPU 20,RAM 15,S 4,GPU 28,17,FHD,Touch,Laptop,FRA,838969.439
CPU 20,RAM 3,S 23,GPU 28,14,FHD,Non-Touch,Laptop,IND,2392429.704
CPU 25,RAM 2,S 23,GPU 18,DT,DT,DT,Desktop,FRA,1659019.404
CPU 25,RAM 7,S 23,GPU 28,15,FHD,Touch,Laptop,FRA,455208.411
CPU 20,RAM 13,S 41,GPU 28,14,FHD,Non-Touch,Laptop,AUS,724901.39085
CPU 12,RAM 3,S 23,GPU 26,DT,DT,DT,Desktop,FRA,1199511.432
CPU 25,RAM 3,S 23,GPU 3,DT,DT,DT,Desktop,IND,1125553.4017
CPU 20,RAM 3,S 5,GPU 7,17,FHD,Non-Touch,Laptop,FRA,1642783.674
CPU 20,RAM 7,S 54,GPU 10,15,UHD,Touch,Laptop,FRA,1757017.5
CPU 20,RAM 15,S 54,GPU 28,14,FHD+,Touch,Laptop,AUS,906860.43
CPU 2,RAM 13,S 40,GPU 10,15,HD+,Non-Touch,Laptop,GBR,424479.076
CPU 20,RAM 3,S 41,GPU 26,15,FHD,Non-Touch,Laptop,IND,2639737.408
CPU 20,RAM 15,S 52,GPU 5,15,FHD,Non-Touch,Laptop,FRA,944585.334
CPU 20,RAM 15,S 53,GPU 5,17,FHD,Non-Touch,Laptop,FRA,775521.383
CPU 20,RAM 7,S 4,GPU 19,DT,DT,DT,Desktop,AUS,1038110.22
CPU 22,RAM 15,S 23,GPU 28,DT,DT,DT,Desktop,GBR,855344.679
CPU 25,RAM 15,S 56,GPU 5,23,FHD,Non-Touch,Desktop,USA,1184884.848
CPU 1,RAM 7,S 56,GPU 2,17,UHD,Non-Touch,Laptop,AUS,4293004.905
CPU 6,RAM 13,S 39,GPU 28,15,HD+,Non-Touch,Laptop,AUS,453732.825
CPU 6,RAM 15,S 23,GPU 14,DT,DT,DT,Desktop,FRA,735411.348
CPU 42,RAM 15,S 4,GPU 28,15,HD+,Non-Touch,Laptop,AUS,469345.59
CPU 25,RAM 15,S 41,GPU 4,15,FHD,Non-Touch,Laptop,USA,602230.37616
CPU 10,RAM 3,S 4,GPU 26,DT,DT,DT,Desktop,IND,1434067.334
CPU 10,RAM 15,S 13,GPU 34,DT,DT,DT,Desktop,FRA,1394391.285
CPU 22,RAM 12,S 70,GPU 11,DT,DT,DT,Desktop,AUS,2477659.59
CPU 20,RAM 3,S 56,GPU 7,DT,DT,DT,Laptop,IND,1469389.572
CPU 8,RAM 7,S 61,GPU 2,DT,DT,DT,Desktop,AUS,6952517.565
CPU 44,RAM 15,S 23,GPU 28,DT,DT,DT,Desktop,USA,690079.824
CPU 42,RAM 15,S 23,GPU 28,23,FHD,Touch,Desktop,FRA,544227.222
CPU 25,RAM 15,S 25,GPU 28,13,FHD,Non-Touch,Laptop,AUS,772181.76
CPU 25,RAM 15,S 23,GPU 28,23,UHD,Touch,Desktop,FRA,638230.257
CPU 20,RAM 7,S 66,GPU 7,17,FHD,Non-Touch,Laptop,FRA,1662491.25
CPU 25,RAM 15,S 23,GPU 29,15,FHD,Non-Touch,Laptop,GER,504136.01
CPU 26,RAM 13,S 23,GPU 28,DT,DT,DT,Desktop,FRA,350271.243
CPU 22,RAM 15,S 70,GPU 18,DT,DT,DT,Desktop,FRA,1340771.208
CPU 25,RAM 15,S 41,GPU 28,14,FHD,Touch,Laptop,AUS,725208.12
CPU 25,RAM 15,S 56,GPU 28,23,FHD,Non-Touch,Desktop,AUS,812256.4296
CPU 20,RAM 7,S 60,GPU 19,15,FHD,Non-Touch,Laptop,FRA,860736.8
CPU 22,RAM 1,S 23,GPU 17,17,FHD,Non-Touch,Laptop,FRA,1586331.187
CPU 12,RAM 15,S 54,GPU 17,15,FHD,Non-Touch,Laptop,AUS,928907.28
CPU 20,RAM 3,S 23,GPU 19,17,FHD,Non-Touch,Laptop,AUS,2126747.07
CPU 44,RAM 15,S 23,GPU 28,23,FHD,Non-Touch,Desktop,FRA,556533.166
CPU 12,RAM 15,S 23,GPU 3,DT,DT,DT,Desktop,FRA,1328241.145
CPU 20,RAM 3,S 23,GPU 28,14,UHD,Non-Touch,Laptop,IND,2404101.084
CPU 20,RAM 3,S 56,GPU 19,15,FHD,Non-Touch,Laptop,GBR,1545077.359
CPU 22,RAM 15,S 56,GPU 19,DT,DT,DT,Desktop,AUS,1067506.545
CPU 20,RAM 7,S 59,GPU 2,18,FHD,Non-Touch,Laptop,BRA,5492865.11655
CPU 25,RAM 7,S 23,GPU 17,15,FHD,Non-Touch,Laptop,IND,1618534.61
CPU 6,RAM 15,S 41,GPU 28,14,HD+,Non-Touch,Laptop,AUS,651224.07
CPU 13,RAM 15,S 23,GPU 1,15,FHD,Non-Touch,Laptop,GER,894700.8
CPU 10,RAM 15,S 23,GPU 34,DT,DT,DT,Desktop,FRA,798831.124
CPU 20,RAM 15,S 41,GPU 28,14,FHD+,Touch,Laptop,USA,1572442.2
CPU 22,RAM 3,S 31,GPU 26,DT,DT,DT,Desktop,FRA,1621793.089
CPU 25,RAM 1,S 40,GPU 28,14,FHD,Non-Touch,Laptop,BRA,698188.07135
CPU 20,RAM 15,S 41,GPU 19,17,FHD,Non-Touch,Laptop,AUS,2341655.757
CPU 25,RAM 3,S 23,GPU 28,15,FHD,Touch,Laptop,FRA,663549.033
CPU 25,RAM 15,S 53,GPU 14,DT,DT,DT,Desktop,AUS,670290.915
CPU 5,RAM 15,S 70,GPU 28,DT,DT,DT,Desktop,FRA,410942.7
CPU 12,RAM 15,S 56,GPU 5,DT,DT,DT,Desktop,FRA,876013.061
CPU 20,RAM 7,S 23,GPU 18,15,FHD,Non-Touch,Laptop,CHN,3094156.8
CPU 22,RAM 15,S 4,GPU 18,15,FHD,Non-Touch,Laptop,FRA,1297161.054
CPU 20,RAM 3,S 54,GPU 28,15,FHD,Non-Touch,Laptop,AUS,913785.6
CPU 20,RAM 7,S 55,GPU 32,27,UHD,Touch,Desktop,USA,3240071.856
CPU 25,RAM 11,S 23,GPU 28,15,FHD,Non-Touch,Laptop,GER,667822.372
CPU 6,RAM 13,S 23,GPU 28,23,FHD,Non-Touch,Desktop,CHN,655146.954
CPU 20,RAM 15,S 41,GPU 28,DT,DT,DT,Laptop,AUS,2356314.009
CPU 40,RAM 13,S 23,GPU 28,14,HD+,Non-Touch,Laptop,CAN,328025.88
CPU 19,RAM 10,S 54,GPU 11,DT,DT,DT,Desktop,IND,8490218.59
CPU 7,RAM 13,S 39,GPU 28,14,FHD,Non-Touch,Laptop,AUS,379712.34
CPU 19,RAM 7,S 48,GPU 3,DT,DT,DT,Desktop,IND,5526859.338
CPU 20,RAM 15,S 26,GPU 14,15,UHD,Touch,Laptop,FRA,1518206.963
CPU 20,RAM 15,S 41,GPU 7,17,FHD,Non-Touch,Laptop,BRA,1576003.54835
CPU 12,RAM 1,S 41,GPU 18,DT,DT,DT,Desktop,FRA,744388.477
CPU 10,RAM 15,S 54,GPU 12,17,FHD,Non-Touch,Laptop,FRA,800174.907
CPU 10,RAM 3,S 13,GPU 26,DT,DT,DT,Desktop,FRA,1344718.914
CPU 20,RAM 3,S 4,GPU 7,17,FHD,Touch,Laptop,IND,1713043.878
CPU 7,RAM 13,S 23,GPU 28,DT,DT,DT,Desktop,GER,273150.794
CPU 6,RAM 3,S 23,GPU 28,23,FHD,Touch,Desktop,FRA,592400.886
CPU 20,RAM 3,S 23,GPU 7,17,FHD,Non-Touch,Laptop,AUS,2451193.815
CPU 20,RAM 7,S 7,GPU 7,15,FHD,Non-Touch,Laptop,IND,2196072.984
CPU 25,RAM 3,S 5,GPU 14,15,FHD,Non-Touch,Laptop,FRA,1123976.637
CPU 20,RAM 7,S 41,GPU 26,15,FHD,Non-Touch,Laptop,USA,2746952.208
CPU 20,RAM 7,S 56,GPU 7,DT,DT,DT,Desktop,FRA,1644290.865
CPU 25,RAM 16,S 70,GPU 28,DT,DT,DT,Desktop,FRA,457440.851
CPU 22,RAM 3,S 54,GPU 5,15,FHD,Non-Touch,Laptop,BRA,1393023.84116
CPU 20,RAM 3,S 41,GPU 29,15,FHD,Touch,Laptop,FRA,1144490.844
CPU 10,RAM 15,S 56,GPU 12,15,FHD,Non-Touch,Laptop,FRA,916990.83
CPU 25,RAM 15,S 23,GPU 4,15,FHD,Non-Touch,Laptop,CHN,698663.07
CPU 25,RAM 13,S 23,GPU 35,14,HD+,Touch,Laptop,AUS,606468.135
CPU 20,RAM 15,S 23,GPU 28,17,HD+,Non-Touch,Laptop,BRA,1000242.98535
CPU 5,RAM 13,S 39,GPU 28,DT,DT,DT,Desktop,GER,698602.8
CPU 7,RAM 15,S 54,GPU 28,14,FHD,Non-Touch,Laptop,AUS,524148.03
CPU 35,RAM 3,S 16,GPU 11,DT,DT,DT,Desktop,IND,5274945.858
CPU 6,RAM 15,S 54,GPU 28,12,UHD,Touch,Laptop,CHN,2205186.984
CPU 42,RAM 16,S 23,GPU 28,15,FHD,Non-Touch,Laptop,AUS,594938.61
CPU 25,RAM 3,S 52,GPU 14,DT,DT,DT,Desktop,IND,1083453.462
CPU 26,RAM 13,S 40,GPU 28,14,HD+,Non-Touch,Laptop,AUS,318882.795
CPU 20,RAM 3,S 54,GPU 5,13,QHD,Touch,Laptop,IND,2696221.766
CPU 25,RAM 3,S 7,GPU 28,13,FHD,Non-Touch,Laptop,FRA,2393290.795
CPU 20,RAM 15,S 52,GPU 2,18,FHD,Non-Touch,Laptop,GER,5420642.934
CPU 20,RAM 15,S 56,GPU 19,15,FHD,Non-Touch,Laptop,IND,1306762.3555
CPU 20,RAM 11,S 54,GPU 28,13,FHD,Touch,Laptop,FRA,877125.767
CPU 23,RAM 13,S 40,GPU 28,12,FHD,Touch,Laptop,CAN,1202959.849
CPU 22,RAM 3,S 23,GPU 3,15,FHD,Touch,Laptop,FRA,2502350.732
CPU 1,RAM 7,S 56,GPU 2,15,UHD,Non-Touch,Laptop,FRA,2316990.732
CPU 25,RAM 16,S 23,GPU 28,23,FHD,Touch,Desktop,FRA,790745.697
CPU 18,RAM 13,S 23,GPU 28,15,HD+,Non-Touch,Laptop,CHN,377170.794
CPU 15,RAM 13,S 40,GPU 28,10,FHD+,Touch,Laptop,AUS,404236.56
CPU 6,RAM 15,S 5,GPU 28,27,UHD,Non-Touch,Desktop,CAN,1694482.79
CPU 25,RAM 13,S 4,GPU 28,15,FHD,Touch,Laptop,AUS,715565.6424
CPU 6,RAM 15,S 41,GPU 10,15,FHD,Touch,Laptop,FRA,791935.683
CPU 13,RAM 3,S 4,GPU 6,15,FHD,Touch,Laptop,GER,980650.72
CPU 12,RAM 3,S 13,GPU 12,DT,DT,DT,Desktop,FRA,930290.697
CPU 1,RAM 2,S 39,GPU 28,15,FHD,Non-Touch,Laptop,CHN,5508707.4
CPU 20,RAM 15,S 56,GPU 5,17,FHD,Non-Touch,Laptop,FRA,1024860.683
CPU 25,RAM 15,S 52,GPU 18,15,FHD,Non-Touch,Laptop,FRA,1389266.676
CPU 20,RAM 15,S 56,GPU 19,17,FHD,Non-Touch,Laptop,AUS,1259929.65
CPU 20,RAM 15,S 54,GPU 28,14,FHD,Touch,Laptop,AUS,1094862.615
CPU 20,RAM 15,S 53,GPU 14,15,FHD,Non-Touch,Laptop,IND,1102432.464
CPU 20,RAM 3,S 42,GPU 19,DT,DT,DT,Desktop,FRA,1367426.634
CPU 6,RAM 13,S 41,GPU 28,15,HD+,Non-Touch,Laptop,AUS,533322.615
CPU 20,RAM 11,S 41,GPU 28,13,FHD,Non-Touch,Laptop,GER,1238990.676
CPU 22,RAM 3,S 56,GPU 7,DT,DT,DT,Desktop,IND,2045019.886
CPU 20,RAM 15,S 56,GPU 7,DT,DT,DT,Desktop,BRA,1537053.25291
CPU 25,RAM 15,S 23,GPU 5,23,FHD,Non-Touch,Desktop,IND,1162808.108
CPU 20,RAM 3,S 39,GPU 28,13,FHD,Touch,Laptop,CHN,1872486
CPU 25,RAM 15,S 4,GPU 7,DT,DT,DT,Desktop,IND,1412709.039
CPU 20,RAM 3,S 54,GPU 7,DT,DT,DT,Desktop,FRA,1366370.705
CPU 10,RAM 3,S 56,GPU 17,DT,DT,DT,Desktop,IND,1340966.396
CPU 25,RAM 16,S 54,GPU 28,DT,DT,DT,Desktop,FRA,757110.536
CPU 25,RAM 16,S 4,GPU 5,15,FHD,Non-Touch,Laptop,FRA,816302.508
CPU 20,RAM 15,S 39,GPU 28,13,FHD,Touch,Laptop,CHN,1614753
CPU 25,RAM 15,S 16,GPU 26,DT,DT,DT,Desktop,FRA,1608884.508
CPU 22,RAM 15,S 4,GPU 12,15,FHD,Non-Touch,Laptop,AUS,965899.935
CPU 20,RAM 3,S 16,GPU 19,15,HD,Non-Touch,Laptop,FRA,1705992.61
CPU 22,RAM 15,S 23,GPU 19,15,FHD,Non-Touch,Laptop,FRA,929520.515
CPU 35,RAM 3,S 16,GPU 9,DT,DT,DT,Desktop,IND,5083862.322
CPU 6,RAM 15,S 40,GPU 28,DT,DT,DT,Laptop,AUS,824703.18
CPU 35,RAM 3,S 28,GPU 2,DT,DT,DT,Desktop,FRA,3324640.501
CPU 22,RAM 3,S 4,GPU 18,15,FHD,Non-Touch,Laptop,GBR,1853839.12
CPU 1,RAM 3,S 10,GPU 28,15,QHD+,Non-Touch,Laptop,IND,7270110.862
CPU 42,RAM 15,S 23,GPU 28,15,FHD,Non-Touch,Laptop,GBR,926605.547
CPU 20,RAM 7,S 39,GPU 19,15,FHD,Non-Touch,Laptop,CHN,2793168
CPU 13,RAM 15,S 39,GPU 28,14,FHD,Non-Touch,Laptop,CHN,1081777.662
CPU 35,RAM 15,S 56,GPU 1,15,FHD,Non-Touch,Desktop,GER,1070388.34
CPU 20,RAM 15,S 56,GPU 28,13,FHD,Non-Touch,Laptop,FRA,958041
CPU 12,RAM 15,S 41,GPU 10,10,FHD,Non-Touch,Laptop,CAN,993932.03
CPU 19,RAM 7,S 48,GPU 11,DT,DT,DT,Desktop,IND,6722570.33
CPU 20,RAM 7,S 23,GPU 5,15,FHD,Non-Touch,Laptop,FRA,1137868.438
CPU 20,RAM 3,S 54,GPU 28,15,FHD,Non-Touch,Desktop,AUS,1672169.835
CPU 42,RAM 15,S 56,GPU 28,DT,DT,DT,Desktop,FRA,527643.9
CPU 22,RAM 3,S 54,GPU 12,17,FHD,Non-Touch,Laptop,FRA,1152470.396
CPU 20,RAM 3,S 39,GPU 7,17,UHD,Non-Touch,Laptop,CHN,4048153.2
CPU 12,RAM 3,S 56,GPU 17,15,FHD,Non-Touch,Laptop,FRA,1061050.354
CPU 20,RAM 3,S 41,GPU 28,14,FHD,Non-Touch,Laptop,CHN,994394.142
CPU 20,RAM 7,S 23,GPU 32,15,QHD+,Non-Touch,Laptop,IND,4437893.152
CPU 20,RAM 3,S 41,GPU 5,DT,DT,DT,Desktop,FRA,1208806.368
CPU 25,RAM 15,S 54,GPU 5,14,FHD,Non-Touch,Laptop,BRA,1259813.1056
CPU 20,RAM 7,S 23,GPU 28,15,UHD,Touch,Laptop,FRA,1254834
CPU 2,RAM 15,S 4,GPU 28,DT,DT,DT,Desktop,IND,568387.946
CPU 22,RAM 3,S 13,GPU 9,DT,DT,DT,Desktop,FRA,1258520.319
CPU 20,RAM 15,S 53,GPU 5,15,UHD,Non-Touch,Laptop,FRA,957023.333
CPU 5,RAM 3,S 4,GPU 7,DT,DT,DT,Desktop,FRA,1113151.2
CPU 25,RAM 16,S 23,GPU 28,15,UHD,Touch,Laptop,FRA,705681.333
CPU 20,RAM 15,S 4,GPU 5,17,FHD,Non-Touch,Laptop,IND,1146991.86
CPU 1,RAM 7,S 70,GPU 14,15,UHD,Non-Touch,Laptop,BRA,3806060.1579
CPU 25,RAM 15,S 25,GPU 28,15,UHD,Touch,Laptop,AUS,1208624.865
CPU 6,RAM 13,S 41,GPU 28,13,UHD,Non-Touch,Laptop,AUS,899240.16
CPU 20,RAM 3,S 41,GPU 28,13,UHD,Touch,Laptop,AUS,1888303.41
CPU 1,RAM 7,S 54,GPU 7,17,UHD,Non-Touch,Laptop,BRA,4557117.10965
CPU 42,RAM 15,S 41,GPU 28,17,HD+,Non-Touch,Laptop,IND,632142.756
CPU 6,RAM 3,S 70,GPU 28,15,HD+,Non-Touch,Laptop,GER,1122492.294
CPU 20,RAM 3,S 23,GPU 14,15,FHD,Non-Touch,Laptop,IND,1286162.948
CPU 13,RAM 3,S 55,GPU 25,DT,DT,DT,Desktop,FRA,1512490
CPU 25,RAM 3,S 23,GPU 28,15,HD+,Touch,Laptop,CHN,713801.97
CPU 25,RAM 13,S 40,GPU 5,15,FHD,Non-Touch,Laptop,FRA,635565.7
CPU 20,RAM 3,S 41,GPU 28,15,FHD,Non-Touch,Laptop,IND,2527089.18
CPU 20,RAM 3,S 52,GPU 7,17,QHD,Non-Touch,Laptop,BRA,2662816.7426
CPU 25,RAM 3,S 23,GPU 18,15,FHD,Non-Touch,Laptop,FRA,1328982.228
CPU 22,RAM 7,S 70,GPU 26,15,FHD,Non-Touch,Laptop,FRA,2742030.207
CPU 44,RAM 13,S 40,GPU 28,14,FHD,Non-Touch,Laptop,CAN,445896.36
CPU 12,RAM 3,S 70,GPU 9,DT,DT,DT,Desktop,FRA,1066664.214
CPU 12,RAM 16,S 41,GPU 10,13,FHD,Touch,Laptop,FRA,785670.179
CPU 25,RAM 15,S 53,GPU 28,15,FHD,Touch,Laptop,FRA,660342.144
CPU 6,RAM 15,S 70,GPU 5,DT,DT,DT,Desktop,CAN,663413.6418
CPU 42,RAM 3,S 4,GPU 28,DT,DT,DT,Desktop,FRA,590930.151
CPU 25,RAM 15,S 40,GPU 28,13,QHD+,Non-Touch,Laptop,AUS,1273984.845
CPU 6,RAM 13,S 23,GPU 28,14,HD+,Non-Touch,Laptop,AUS,680881.95
CPU 25,RAM 15,S 41,GPU 28,14,FHD,Touch,0,AUS,811239.975
CPU 20,RAM 3,S 41,GPU 7,17,UHD,Non-Touch,Laptop,BRA,2368450.77035
CPU 12,RAM 15,S 41,GPU 29,15,FHD,Non-Touch,Laptop,IND,886397.12
CPU 25,RAM 15,S 23,GPU 28,15,HD+,Non-Touch,Laptop,CAN,642083.26
CPU 20,RAM 7,S 55,GPU 2,DT,DT,DT,Desktop,FRA,1872983.7
CPU 10,RAM 3,S 54,GPU 17,DT,DT,DT,Desktop,IND,1308361.698
CPU 2,RAM 15,S 40,GPU 10,15,FHD,Non-Touch,Laptop,IND,467006.358
CPU 20,RAM 3,S 56,GPU 19,17,FHD,Touch,Laptop,IND,1872857.532
CPU 20,RAM 15,S 41,GPU 28,12,UHD,Touch,Laptop,CAN,1675021.53
CPU 20,RAM 3,S 39,GPU 7,15,FHD,Non-Touch,Laptop,FRA,1781630.102
CPU 22,RAM 7,S 43,GPU 3,DT,DT,DT,Desktop,GBR,3141119.52
